SourceFile,ExtractTimestamp,PlanetFormID,PlanetEditorID,PlanetName,BodyType,StarSystemID,SystemName,ParentPlanetID,PlanetID,PlanetNotLandable,OceanWorld,SolarArrayPower,WindTurbinePower,PlanetaryHabitationRank
Starfield.esm,2026-09-04 12:50:50,0005E3F3,PorrimaV-cPlanetData,Porrima V-c,Moon,61748,Porrima,5,20,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3F2,PorrimaVPlanetData,Porrima V,Planet,61748,Porrima,0,5,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3F1,PorrimaIV-bPlanetData,Porrima IV-b,Moon,61748,Porrima,4,19,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3F0,PorrimaIV-dPlanetData,Porrima IV-d,Moon,61748,Porrima,4,18,0,0,6,6,0
Starfield.esm,2026-09-04 12:50:50,0005E3EF,PorrimaIV-cPlanetData,Porrima IV-c,Moon,61748,Porrima,4,17,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E3EE,PorrimaIV-aPlanetData,Porrima IV-a,Moon,61748,Porrima,4,16,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3ED,PorrimaIVPlanetData,Porrima IV,Planet,61748,Porrima,0,4,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3EC,PorrimaIII-bPlanetData,Porrima III-b,Moon,61748,Porrima,3,14,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3EB,PorrimaIII-aPlanetData,Porrima III-a,Moon,61748,Porrima,3,13,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3EA,PorrimaIIIPlanetData,Porrima III,Planet,61748,Porrima,0,3,0,0,4,3,4
Starfield.esm,2026-09-04 12:50:50,0005E3E9,PorrimaII-bPlanetData,Porrima II-b,Moon,61748,Porrima,2,12,0,0,6,3,0
Starfield.esm,2026-09-04 12:50:50,0005E3E8,PorrimaII-aPlanetData,Porrima II-a,Moon,61748,Porrima,2,11,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3E7,PorrimaII-cPlanetData,Porrima II-c,Moon,61748,Porrima,2,10,0,0,6,3,0
Starfield.esm,2026-09-04 12:50:50,0005E3E6,PorrimaIIPlanetData,Porrima II,Planet,61748,Porrima,0,2,0,0,6,10,2
Starfield.esm,2026-09-04 12:50:50,0005E3E5,PorrimaI-bPlanetData,Porrima I-b,Moon,61748,Porrima,1,9,0,0,8,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3E4,PorrimaI-aPlanetData,Porrima I-a,Moon,61748,Porrima,1,8,0,0,8,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3E3,PorrimaIPlanetData,Porrima I,Planet,61748,Porrima,0,1,0,0,8,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3E0,IxyllIX-cPlanetData,Ixyll IX-c,Moon,62328,Ixyll,9,27,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3DF,IxyllIX-aPlanetData,Ixyll IX-a,Moon,62328,Ixyll,9,26,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E3DE,IxyllIX-dPlanetData,Ixyll IX-d,Moon,62328,Ixyll,9,25,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E3DD,IxyllIX-bPlanetData,Ixyll IX-b,Moon,62328,Ixyll,9,24,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3DC,IxyllIXPlanetData,Ixyll IX,Planet,62328,Ixyll,0,9,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3DB,IxyllVIII-bPlanetData,Ixyll VIII-b,Moon,62328,Ixyll,8,23,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3DA,IxyllVIII-aPlanetData,Ixyll VIII-a,Moon,62328,Ixyll,8,22,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3D9,IxyllVIIIPlanetData,Ixyll VIII,Planet,62328,Ixyll,0,8,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3D8,IxyllVII-bPlanetData,Ixyll VII-b,Moon,62328,Ixyll,7,21,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3D7,IxyllVII-cPlanetData,Ixyll VII-c,Moon,62328,Ixyll,7,20,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3D6,IxyllVII-aPlanetData,Ixyll VII-a,Moon,62328,Ixyll,7,19,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E3D5,IxyllVIIPlanetData,Ixyll VII,Planet,62328,Ixyll,0,7,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3D4,IxyllVI-dPlanetData,Ixyll VI-d,Moon,62328,Ixyll,6,18,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3D3,IxyllVI-bPlanetData,Ixyll VI-b,Moon,62328,Ixyll,6,17,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3D2,IxyllVI-cPlanetData,Ixyll VI-c,Moon,62328,Ixyll,6,16,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E3D1,IxyllVI-ePlanetData,Ixyll VI-e,Moon,62328,Ixyll,6,15,0,0,6,3,0
Starfield.esm,2026-09-04 12:50:50,0005E3D0,IxyllVI-aPlanetData,Ixyll VI-a,Moon,62328,Ixyll,6,14,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E3CF,IxyllVIPlanetData,Ixyll VI,Planet,62328,Ixyll,0,6,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3CE,IxyllVPlanetData,Ixyll V,Planet,62328,Ixyll,0,5,0,0,4,10,2
Starfield.esm,2026-09-04 12:50:50,0005E3CD,IxyllIVPlanetData,Ixyll IV,Planet,62328,Ixyll,0,4,0,0,4,10,0
Starfield.esm,2026-09-04 12:50:50,0005E3CC,IxyllIII-aPlanetData,Ixyll III-a,Moon,62328,Ixyll,3,13,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3CB,IxyllIII-bPlanetData,Ixyll III-b,Moon,62328,Ixyll,3,12,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E3CA,IxyllIIIPlanetData,Ixyll III,Planet,62328,Ixyll,0,3,0,0,4,10,0
Starfield.esm,2026-09-04 12:50:50,0005E3C9,IxyllII-aPlanetData,Ixyll II-a,Moon,62328,Ixyll,2,11,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3C8,IxyllIIPlanetData,Ixyll II,Planet,62328,Ixyll,0,2,0,0,6,6,0
Starfield.esm,2026-09-04 12:50:50,0005E3C7,IxyllIPlanetData,Ixyll I,Planet,62328,Ixyll,0,1,0,0,6,6,0
Starfield.esm,2026-09-04 12:50:50,0005E3C4,RutherfordVI-cPlanetData,Rutherford VI-c,Moon,64587,Rutherford,6,22,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3C3,RutherfordVI-bPlanetData,Rutherford VI-b,Moon,64587,Rutherford,6,21,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3C2,RutherfordVI-dPlanetData,Rutherford VI-d,Moon,64587,Rutherford,6,20,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3C1,RutherfordVI-aPlanetData,Rutherford VI-a,Moon,64587,Rutherford,6,19,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E3C0,RutherfordVIPlanetData,Rutherford VI,Planet,64587,Rutherford,0,6,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3BF,RutherfordV-aPlanetData,Rutherford V-a,Moon,64587,Rutherford,5,18,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E3BE,RutherfordV-bPlanetData,Rutherford V-b,Moon,64587,Rutherford,5,17,0,0,4,3,3
Starfield.esm,2026-09-04 12:50:50,0005E3BD,RutherfordVPlanetData,Rutherford V,Planet,64587,Rutherford,0,5,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3BC,RutherfordIV-ePlanetData,Rutherford IV-e,Moon,64587,Rutherford,4,16,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3BB,RutherfordIV-aPlanetData,Rutherford IV-a,Moon,64587,Rutherford,4,15,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3BA,RutherfordIV-cPlanetData,Rutherford IV-c,Moon,64587,Rutherford,4,14,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3B9,RutherfordIV-dPlanetData,Rutherford IV-d,Moon,64587,Rutherford,4,13,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E3B8,RutherfordIV-bPlanetData,Rutherford IV-b,Moon,64587,Rutherford,4,12,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3B7,RutherfordIVPlanetData,Rutherford IV,Planet,64587,Rutherford,0,4,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3B6,RutherfordIII-aPlanetData,Rutherford III-a,Moon,64587,Rutherford,3,11,0,0,6,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3B5,RutherfordIIIPlanetData,Rutherford III,Planet,64587,Rutherford,0,3,0,0,6,6,0
Starfield.esm,2026-09-04 12:50:50,0005E3B4,RutherfordII-aPlanetData,Rutherford II-a,Moon,64587,Rutherford,2,10,0,0,8,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3B3,RutherfordIIPlanetData,Rutherford II,Planet,64587,Rutherford,0,2,0,0,8,10,3
Starfield.esm,2026-09-04 12:50:50,0005E3B2,RutherfordI-bPlanetData,Rutherford I-b,Moon,64587,Rutherford,1,9,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3B1,RutherfordI-aPlanetData,Rutherford I-a,Moon,64587,Rutherford,1,8,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3B0,RutherfordIPlanetData,Rutherford I,Planet,64587,Rutherford,0,1,0,0,8,6,1
Starfield.esm,2026-09-04 12:50:50,0005E3AD,VoliiChiPlanetData,Volii Chi,Planet,64720,Volii,0,6,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3AC,VoliiUpsilonPlanetData,Volii Upsilon,Moon,64720,Volii,5,12,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3AB,VoliiOmegaPlanetData,Volii Omega,Planet,64720,Volii,0,5,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3AA,VoliiPhiPlanetData,Volii Phi,Moon,64720,Volii,4,11,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3A9,VoliiPsiPlanetData,Volii Psi,Moon,64720,Volii,4,10,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3A8,VoliiTauPlanetData,Volii Tau,Planet,64720,Volii,0,4,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E3A7,VoliiGammaPlanetData,Volii Gamma,Moon,64720,Volii,3,9,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3A6,VoliiEpsilonPlanetData,Volii Epsilon,Planet,64720,Volii,0,3,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E3A5,VoliiAlphaPlanetData,Volii Alpha,Planet,64720,Volii,0,2,0,1,6,10,0
Starfield.esm,2026-09-04 12:50:50,0005E3A4,VoliiDeltaPlanetData,Volii Delta,Moon,64720,Volii,1,8,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E3A3,VoliiBetaPlanetData,Volii Beta,Planet,64720,Volii,0,1,0,0,8,0,0
Starfield.esm,2026-09-04 12:50:50,0005E3A0,BaraVII-cPlanetData,Bara VII-c,Moon,65515,Bara,7,18,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E39F,BaraVII-dPlanetData,Bara VII-d,Moon,65515,Bara,7,17,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E39E,BaraVII-aPlanetData,Bara VII-a,Moon,65515,Bara,7,16,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E39D,BaraVII-bPlanetData,Bara VII-b,Moon,65515,Bara,7,15,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E39C,BaraVIIPlanetData,Bara VII,Planet,65515,Bara,0,7,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E39B,BaraVI-bPlanetData,Bara VI-b,Moon,65515,Bara,6,14,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E39A,BaraVI-aPlanetData,Bara VI-a,Moon,65515,Bara,6,13,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E399,BaraVI-cPlanetData,Bara VI-c,Moon,65515,Bara,6,12,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E398,BaraVIPlanetData,Bara VI,Planet,65515,Bara,0,6,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E397,BaraV-aPlanetData,Bara V-a,Moon,65515,Bara,5,11,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E396,BaraVPlanetData,Bara V,Planet,65515,Bara,0,5,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E395,BaraIVPlanetData,Bara IV,Planet,65515,Bara,0,4,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E394,BaraIII-aPlanetData,Bara III-a,Moon,65515,Bara,3,10,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E393,BaraIIIPlanetData,Bara III,Planet,65515,Bara,0,3,0,0,4,6,0
Starfield.esm,2026-09-04 12:50:50,0005E392,BaraII-aPlanetData,Bara II-a,Moon,65515,Bara,2,9,0,0,6,0,0
Starfield.esm,2026-09-04 12:50:50,0005E391,BaraIIPlanetData,Bara II,Planet,65515,Bara,0,2,0,0,8,10,2
Starfield.esm,2026-09-04 12:50:50,0005E390,BaraIPlanetData,Bara I,Planet,65515,Bara,0,1,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E38D,ShozaIXPlanetData,Shoza IX,Planet,67063,Shoza,0,9,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E38C,ShozaVIII-aPlanetData,Shoza VIII-a,Moon,67063,Shoza,8,21,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E38B,ShozaVIII-cPlanetData,Shoza VIII-c,Moon,67063,Shoza,8,20,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E38A,ShozaVIII-bPlanetData,Shoza VIII-b,Moon,67063,Shoza,8,19,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E389,ShozaVIII-dPlanetData,Shoza VIII-d,Moon,67063,Shoza,8,18,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E388,ShozaVIIIPlanetData,Shoza VIII,Planet,67063,Shoza,0,8,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E387,ShozaVII-aPlanetData,Shoza VII-a,Moon,67063,Shoza,7,17,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E386,ShozaVII-bPlanetData,Shoza VII-b,Moon,67063,Shoza,7,16,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E385,ShozaVII-cPlanetData,Shoza VII-c,Moon,67063,Shoza,7,15,0,0,6,3,0
Starfield.esm,2026-09-04 12:50:50,0005E384,ShozaVIIPlanetData,Shoza VII,Planet,67063,Shoza,0,7,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E383,ShozaVI-aPlanetData,Shoza VI-a,Moon,67063,Shoza,6,14,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E382,ShozaVIPlanetData,Shoza VI,Planet,67063,Shoza,0,6,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E381,ShozaVPlanetData,Shoza V,Planet,67063,Shoza,0,5,0,0,4,10,0
Starfield.esm,2026-09-04 12:50:50,0005E380,ShozaIVPlanetData,Shoza IV,Planet,67063,Shoza,0,4,0,0,6,10,0
Starfield.esm,2026-09-04 12:50:50,0005E37F,ShozaIII-aPlanetData,Shoza III-a,Moon,67063,Shoza,3,13,0,0,6,0,0
Starfield.esm,2026-09-04 12:50:50,0005E37E,ShozaIIIPlanetData,Shoza III,Planet,67063,Shoza,0,3,0,0,6,10,0
Starfield.esm,2026-09-04 12:50:50,0005E37D,ShozaII-aPlanetData,Shoza II-a,Moon,67063,Shoza,2,12,0,0,6,3,0
Starfield.esm,2026-09-04 12:50:50,0005E37C,ShozaIIPlanetData,Shoza II,Planet,67063,Shoza,0,2,0,0,6,10,2
Starfield.esm,2026-09-04 12:50:50,0005E37B,ShozaI-aPlanetData,Shoza I-a,Moon,67063,Shoza,1,11,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E37A,ShozaIPlanetData,Shoza I,Planet,67063,Shoza,0,1,0,0,8,6,1
Starfield.esm,2026-09-04 12:50:50,0005E377,MuphridVIII-dPlanetData,Muphrid VIII-d,Moon,67711,Muphrid,8,30,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E376,MuphridVIII-aPlanetData,Muphrid VIII-a,Moon,67711,Muphrid,8,29,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E375,MuphridVIII-bPlanetData,Muphrid VIII-b,Moon,67711,Muphrid,8,28,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E374,MuphridVIII-cPlanetData,Muphrid VIII-c,Moon,67711,Muphrid,8,27,0,0,4,6,0
Starfield.esm,2026-09-04 12:50:50,0005E373,MuphridVIIIPlanetData,Muphrid VIII,Planet,67711,Muphrid,0,8,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E372,MuphridVII-aPlanetData,Muphrid VII-a,Moon,67711,Muphrid,7,26,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E371,MuphridVII-bPlanetData,Muphrid VII-b,Moon,67711,Muphrid,7,25,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E370,MuphridVII-cPlanetData,Muphrid VII-c,Moon,67711,Muphrid,7,24,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E36F,MuphridVIIPlanetData,Muphrid VII,Planet,67711,Muphrid,0,7,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E36E,MuphridVI-aPlanetData,Muphrid VI-a,Moon,67711,Muphrid,6,23,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E36D,MuphridVI-dPlanetData,Muphrid VI-d,Moon,67711,Muphrid,6,22,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E36C,MuphridVI-cPlanetData,Muphrid VI-c,Moon,67711,Muphrid,6,21,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E36B,MuphridVI-bPlanetData,Muphrid VI-b,Moon,67711,Muphrid,6,20,0,0,4,3,3
Starfield.esm,2026-09-04 12:50:50,0005E36A,MuphridVIPlanetData,Muphrid VI,Planet,67711,Muphrid,0,6,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E369,MuphridV-bPlanetData,Muphrid V-b,Moon,67711,Muphrid,5,19,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E368,MuphridV-cPlanetData,Muphrid V-c,Moon,67711,Muphrid,5,18,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E367,MuphridV-aPlanetData,Muphrid V-a,Moon,67711,Muphrid,5,17,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E366,MuphridV-dPlanetData,Muphrid V-d,Moon,67711,Muphrid,5,16,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E365,MuphridVPlanetData,Muphrid V,Planet,67711,Muphrid,0,5,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E364,MuphridIVPlanetData,Muphrid IV,Planet,67711,Muphrid,0,4,0,0,6,6,0
Starfield.esm,2026-09-04 12:50:50,0005E363,MuphridIII-cPlanetData,Muphrid III-c,Moon,67711,Muphrid,3,15,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E362,MuphridIII-bPlanetData,Muphrid III-b,Moon,67711,Muphrid,3,14,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E361,MuphridIII-aPlanetData,Muphrid III-a,Moon,67711,Muphrid,3,13,0,0,8,0,0
Starfield.esm,2026-09-04 12:50:50,0005E360,MuphridIIIPlanetData,Muphrid III,Planet,67711,Muphrid,0,3,0,0,8,3,1
Starfield.esm,2026-09-04 12:50:50,0005E35F,MuphridII-aPlanetData,Muphrid II-a,Moon,67711,Muphrid,2,12,0,0,6,0,0
Starfield.esm,2026-09-04 12:50:50,0005E35E,MuphridIIPlanetData,Muphrid II,Planet,67711,Muphrid,0,2,0,0,8,6,1
Starfield.esm,2026-09-04 12:50:50,0005E35D,MuphridI-bPlanetData,Muphrid I-b,Moon,67711,Muphrid,1,11,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E35C,MuphridI-aPlanetData,Muphrid I-a,Moon,67711,Muphrid,1,10,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E35B,MuphridIPlanetData,Muphrid I,Planet,67711,Muphrid,0,1,0,0,8,6,1
Starfield.esm,2026-09-04 12:50:50,0005E358,MolochVIIPlanetData,Moloch VII,Planet,68463,Moloch,0,7,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E357,MolochVI-aPlanetData,Moloch VI-a,Moon,68463,Moloch,6,15,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E356,MolochVI-bPlanetData,Moloch VI-b,Moon,68463,Moloch,6,14,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E355,MolochVIPlanetData,Moloch VI,Planet,68463,Moloch,0,6,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E354,MolochV-dPlanetData,Moloch V-d,Moon,68463,Moloch,5,13,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E353,MolochV-cPlanetData,Moloch V-c,Moon,68463,Moloch,5,12,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E352,MolochV-aPlanetData,Moloch V-a,Moon,68463,Moloch,5,11,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E351,MolochV-bPlanetData,Moloch V-b,Moon,68463,Moloch,5,10,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E350,MolochVPlanetData,Moloch V,Planet,68463,Moloch,0,5,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E34F,MolochIVPlanetData,Moloch IV,Planet,68463,Moloch,0,4,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E34E,MolochIIIPlanetData,Moloch III,Planet,68463,Moloch,0,3,0,0,4,6,0
Starfield.esm,2026-09-04 12:50:50,0005E34D,MolochIIPlanetData,Moloch II,Planet,68463,Moloch,0,2,0,0,6,10,0
Starfield.esm,2026-09-04 12:50:50,0005E34C,MolochI-aPlanetData,Moloch I-a,Moon,68463,Moloch,1,9,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E34B,MolochIPlanetData,Moloch I,Planet,68463,Moloch,0,1,0,0,8,6,1
Starfield.esm,2026-09-04 12:50:50,0005E348,AlphaAndrasteVIPlanetData,Alpha Andraste VI,Planet,5325,Alpha Andraste,0,6,0,0,2,10,2
Starfield.esm,2026-09-04 12:50:50,0005E347,AlphaAndrasteVPlanetData,Alpha Andraste V,Planet,5325,Alpha Andraste,0,5,0,0,4,6,0
Starfield.esm,2026-09-04 12:50:50,0005E346,AlphaAndrasteIVPlanetData,Alpha Andraste IV,Planet,5325,Alpha Andraste,0,4,0,0,4,10,0
Starfield.esm,2026-09-04 12:50:50,0005E345,AlphaAndrasteIIIPlanetData,Alpha Andraste III,Planet,5325,Alpha Andraste,0,3,0,0,6,10,0
Starfield.esm,2026-09-04 12:50:50,0005E344,AlphaAndrasteIIPlanetData,Alpha Andraste II,Planet,5325,Alpha Andraste,0,2,0,0,6,3,0
Starfield.esm,2026-09-04 12:50:50,0005E343,AlphaAndrasteI-aPlanetData,Alpha Andraste I-a,Moon,5325,Alpha Andraste,1,8,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E342,AlphaAndrasteIPlanetData,Alpha Andraste I,Planet,5325,Alpha Andraste,0,1,0,0,8,0,1
Starfield.esm,2026-09-04 12:50:50,0005E340,BetaAndrasteI-aPlanetData,Beta Andraste I-a,Moon,119221,Beta Andraste,16,20,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E33F,BetaAndrasteI-dPlanetData,Beta Andraste I-d,Moon,119221,Beta Andraste,16,19,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E33E,BetaAndrasteI-cPlanetData,Beta Andraste I-c,Moon,119221,Beta Andraste,16,18,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E33D,BetaAndrasteI-bPlanetData,Beta Andraste I-b,Moon,119221,Beta Andraste,16,17,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E33C,BetaAndrasteIPlanetData,Beta Andraste I,Planet,119221,Beta Andraste,0,16,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E339,ArcturusIII-aPlanetData,Arcturus III-a,Moon,69451,Arcturus,3,5,0,0,4,3,0
Starfield.esm,2026-09-04 12:50:50,0005E338,ArcturusIIIPlanetData,Arcturus III,Planet,69451,Arcturus,0,3,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E337,ArcturusIIPlanetData,Arcturus II,Planet,69451,Arcturus,0,2,0,0,6,6,0
Starfield.esm,2026-09-04 12:50:50,0005E336,ArcturusIPlanetData,Arcturus I,Planet,69451,Arcturus,0,1,0,0,8,6,1
Starfield.esm,2026-09-04 12:50:50,0005E333,BannocSecondusIPlanetData,Bannoc Secondus I,Planet,118959,Bannoc Secondus,0,1,0,0,4,0,0
Starfield.esm,2026-09-04 12:50:50,0005E330,HylaVIII-aPlanetData,Hyla VIII-a,Moon,70096,Hyla,8,23,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E32F,HylaVIII-ePlanetData,Hyla VIII-e,Moon,70096,Hyla,8,22,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E32E,HylaVIII-cPlanetData,Hyla VIII-c,Moon,70096,Hyla,8,21,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E32D,HylaVIII-dPlanetData,Hyla VIII-d,Moon,70096,Hyla,8,20,0,0,4,6,0
Starfield.esm,2026-09-04 12:50:50,0005E32C,HylaVIII-bPlanetData,Hyla VIII-b,Moon,70096,Hyla,8,19,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E32B,HylaVIIIPlanetData,Hyla VIII,Planet,70096,Hyla,0,8,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E32A,HylaVII-aPlanetData,Hyla VII-a,Moon,70096,Hyla,7,18,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E329,HylaVIIPlanetData,Hyla VII,Planet,70096,Hyla,0,7,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E328,HylaVI-bPlanetData,Hyla VI-b,Moon,70096,Hyla,6,17,0,0,2,0,1
Starfield.esm,2026-09-04 12:50:50,0005E327,HylaVI-aPlanetData,Hyla VI-a,Moon,70096,Hyla,6,16,0,0,2,3,1
Starfield.esm,2026-09-04 12:50:50,0005E326,HylaVIPlanetData,Hyla VI,Planet,70096,Hyla,0,6,1,0,,,
Starfield.esm,2026-09-04 12:50:50,0005E325,HylaV-aPlanetData,Hyla V-a,Moon,70096,Hyla,5,12,0,0,2,3,3
Starfield.esm,2026-09-04 12:50:50,0005E324,HylaVPlanetData,Hyla V,Planet,70096,Hyla,0,5,0,0,2,0,1
